5000
x px y py z pz
-4.577580444106e-03 0.0 -2.454236410512e-03 0.0 0.0 1.966925763344e+02
9.671597065296e-03 0.0 3.486459347667e-03 0.0 0.0 1.966925763344e+02
6.718393496044e-04 0.0 1.336221468609e-02 0.0 0.0 1.966925763344e+02
1.026881631152e-02 0.0 4.331298338962e-03 0.0 0.0 1.966925763344e+02
5.068129690884e-03 0.0 4.226382007398e-03 0.0 0.0 1.966925763344e+02
-1.455090121856e-02 0.0 -1.111900894437e-02 0.0 0.0 1.966925763344e+02
3.739044902247e-03 0.0 -1.235339453757e-03 0.0 0.0 1.966925763344e+02
2.023859371462e-03 0.0 -6.996422550427e-03 0.0 0.0 1.966925763344e+02
-1.581866132800e-03 0.0 -1.716305115043e-03 0.0 0.0 1.966925763344e+02
-6.165106517604e-03 0.0 -2.649791531550e-03 0.0 0.0 1.966925763344e+02
2.642756287259e-03 0.0 -1.264192680010e-03 0.0 0.0 1.966925763344e+02
9.256123376960e-03 0.0 -7.487424010340e-04 0.0 0.0 1.966925763344e+02
-3.271273151932e-03 0.0 -5.498395476318e-03 0.0 0.0 1.966925763344e+02
-1.192280619517e-02 0.0 6.847279391798e-04 0.0 0.0 1.966925763344e+02
-2.920864432384e-03 0.0 -8.967441418080e-04 0.0 0.0 1.966925763344e+02
-3.684042494530e-03 0.0 2.836447867505e-03 0.0 0.0 1.966925763344e+02
1.133057634144e-02 0.0 -5.176910776448e-03 0.0 0.0 1.966925763344e+02
-8.011435685866e-03 0.0 -9.192077903190e-03 0.0 0.0 1.966925763344e+02
-6.335189236584e-03 0.0 1.196263193351e-02 0.0 0.0 1.966925763344e+02
-1.499590077808e-02 0.0 1.442215300290e-02 0.0 0.0 1.966925763344e+02
5.671121380357e-03 0.0 -3.661155007369e-03 0.0 0.0 1.966925763344e+02
-1.542996238142e-03 0.0 1.585323831499e-04 0.0 0.0 1.966925763344e+02
-1.940584171602e-02 0.0 2.367671558033e-03 0.0 0.0 1.966925763344e+02
-7.989639855661e-03 0.0 2.752155472725e-03 0.0 0.0 1.966925763344e+02
8.140868390712e-03 0.0 6.238862121651e-03 0.0 0.0 1.966925763344e+02
2.213955277557e-03 0.0 9.899879347111e-03 0.0 0.0 1.966925763344e+02
-1.349777801460e-02 0.0 7.162225332458e-03 0.0 0.0 1.966925763344e+02
-1.912614119957e-02 0.0 7.962956873670e-03 0.0 0.0 1.966925763344e+02
-6.500550740361e-04 0.0 6.088634264170e-04 0.0 0.0 1.966925763344e+02
-6.779375710316e-03 0.0 4.070201779419e-03 0.0 0.0 1.966925763344e+02
3.914338520774e-03 0.0 6.353621113179e-03 0.0 0.0 1.966925763344e+02
4.436130931781e-03 0.0 -1.122218597515e-02 0.0 0.0 1.966925763344e+02
5.150248285910e-03 0.0 6.941144637341e-04 0.0 0.0 1.966925763344e+02
-3.624224942297e-03 0.0 4.871044574020e-03 0.0 0.0 1.966925763344e+02
6.534190031517e-03 0.0 9.378034200958e-03 0.0 0.0 1.966925763344e+02
-4.165475264723e-04 0.0 3.921024720621e-03 0.0 0.0 1.966925763344e+02
5.129362192411e-03 0.0 4.303218036952e-03 0.0 0.0 1.966925763344e+02
-5.790304710273e-03 0.0 -2.218105910987e-03 0.0 0.0 1.966925763344e+02
-5.118136872977e-03 0.0 -1.293500370602e-02 0.0 0.0 1.966925763344e+02
-1.909607505942e-03 0.0 2.103690832866e-03 0.0 0.0 1.966925763344e+02
1.049286406133e-02 0.0 -9.890093106519e-03 0.0 0.0 1.966925763344e+02
