10000
x y z px py pz
-1.827107908466e-02 6.870873275798e-05 0.0 3.693892969823e-04 3.341277075357e-04 2.650045527422e-01
2.410570529233e-02 3.441724102038e-03 0.0 3.331515477662e-04 1.119502114518e-04 2.650047877701e-01
1.513743476336e-02 -3.467806220943e-03 0.0 -4.513035329314e-05 -8.119791194599e-04 2.650037730242e-01
1.983203581780e-03 4.156614584096e-05 0.0 7.165906377916e-04 8.137339548687e-04 2.650028026244e-01
9.593022993508e-05 4.039726259149e-03 0.0 -4.012948354333e-04 -1.366610660311e-04 2.650046817513e-01
1.311963768940e-02 -1.434826652084e-03 0.0 -2.544575174642e-04 -3.380307428698e-05 2.650048965069e-01
-2.104459322092e-02 -3.727437123869e-03 0.0 2.657979634144e-04 6.592048556292e-04 2.650040676373e-01
-2.271477609526e-02 3.271629362372e-03 0.0 2.573282505941e-04 4.809601462597e-04 2.650044594406e-01
-1.569653520539e-02 3.874852865018e-04 0.0 -3.126334861533e-04 -6.190833500602e-04 2.650041132888e-01
-3.372248149158e-03 9.607810515785e-05 0.0 -2.608308848699e-04 1.106991745829e-03 2.650025803656e-01
4.941201635683e-03 -8.743472148595e-04 0.0 -2.691801267131e-05 -4.685882163393e-04 2.650046051758e-01
-4.099758399715e-03 -2.284673264346e-04 0.0 -1.716485123852e-04 1.870067363826e-03 2.649983668794e-01
7.826337356751e-03 -1.659953856504e-03 0.0 -2.856866128585e-04 1.244248689129e-03 2.650019458273e-01
8.509643026842e-03 -4.635838963199e-03 0.0 5.544035074073e-04 3.341492259561e-04 2.650042302397e-01
1.550473611246e-03 -4.853892557259e-03 0.0 1.324187285200e-03 2.937593519435e-04 2.650015496132e-01
6.482262028970e-03 2.952001293221e-03 0.0 -1.772989002465e-04 2.597376093901e-04 2.650048342302e-01
2.524331375378e-03 3.886845355879e-03 0.0 -4.056753580974e-04 -5.163684693107e-04 2.650042072402e-01
-6.834201492423e-03 2.498695363381e-03 0.0 -4.693392351298e-05 -1.803327811171e-04 2.650049553144e-01
-1.211875165986e-02 -6.222501633703e-04 0.0 -2.687800555239e-04 -6.399336450691e-04 2.650041118664e-01
-9.237934756683e-03 -1.615991879865e-03 0.0 5.916834176322e-04 7.052393211208e-04 2.650034218876e-01
5.196885637361e-03 2.131972572690e-04 0.0 -5.873948019128e-04 -8.715350717589e-04 2.650029366967e-01
-7.470993879669e-03 -1.562566711935e-03 0.0 -2.436085078210e-04 2.190306270838e-05 2.650049079528e-01
1.020020792522e-04 -1.355087292911e-03 0.0 1.585110177182e-04 1.051036470926e-03 2.650028891550e-01
-6.334214546003e-03 -3.532248607431e-03 0.0 -1.796790489697e-04 1.005166884711e-04 2.650049408515e-01
5.373690702452e-03 -2.609225234412e-03 0.0 5.110757892181e-04 2.799355081681e-04 2.650043801554e-01
5.395474507484e-03 -1.154560569055e-03 0.0 2.354645701372e-04 4.786666791454e-04 2.650044839216e-01
3.211096200101e-03 1.522081792977e-03 0.0 3.646074047861e-04 -2.080291764898e-04 2.650046883532e-01
5.673140910311e-03 2.210256810905e-03 0.0 4.503979696295e-04 -2.472213714925e-04 2.650045227674e-01
1.338137878205e-02 -1.220140942474e-03 0.0 1.051172623849e-04 3.747587315565e-04 2.650047349957e-01
5.392994739205e-03 2.643931046545e-03 0.0 4.300314348021e-04 -1.040318465375e-04 2.650046514955e-01
1.176936013895e-03 2.177283065862e-03 0.0 -9.346352857352e-05 5.533599855563e-04 2.650044266068e-01
1.304141042992e-02 -1.945815752202e-03 0.0 1.221453727936e-03 1.495390170872e-04 2.650021636756e-01
-3.083102250338e-03 -3.220155262257e-04 0.0 -1.187180251068e-04 -5.007222928119e-04 2.650045211824e-01
1.432715481381e-02 9.282235251738e-04 0.0 -9.151312472055e-04 -1.520870277931e-04 2.650033970881e-01
3.592610736761e-04 -7.736224387336e-04 0.0 7.602464797931e-06 -5.717271504361e-05 2.650050145514e-01
1.171574448840e-02 4.507193602766e-03 0.0 6.217790972890e-05 -4.404548648202e-04 2.650046475014e-01
-1.057617098459e-02 5.089824973699e-03 0.0 -4.236779495560e-04 -9.371053863674e-04 2.650030252552e-01
2.504675715062e-03 4.414455123908e-03 0.0 6.135889477954e-04 2.050229499548e-04 2.650042311702e-01
-1.180477454105e-03 1.030535729140e-03 0.0 -9.579713124057e-04 -1.592904297719e-04 2.650032414546e-01
-2.597471938524e-03 -1.101009967317e-03 0.0 3.174405899375e-05 1.015256222440e-03 2.650030741539e-01
9.798407098176e-03 2.557337335702e-03 0.0 3.715446608629e-04 -3.298359452212e-04 2.650045551056e-01
-2.532886971282e-02 -3.439743695001e-03 0.0 -1.701936290900e-03 9.485755092479e-05 2.649995386389e-01
1.648844537282e-03 4.599875447389e-03 0.0 -3.847152518831e-04 4.007385858102e-05 2.650047385466e-01
3.492934029934e-03 3.061091316374e-04 0.0 5.353312652717e-04 1.589666908153e-05 2.650044796445e-01
-6.894184254194e-03 2.018196189895e-03 0.0 -1.191974843092e-04 -5.831439500909e-04 2.650043524152e-01
9.675030547452e-03 7.495189128010e-04 0.0 -1.168672186966e-03 1.305999276990e-03 2.649992257255e-01
-4.861646998686e-03 -2.158994717886e-03 0.0 2.001283382449e-04 2.120587242853e-04 2.650048604151e-01
-9.345571531060e-04 6.509691569657e-04 0.0 4.601728795300e-04 -5.847621950553e-05 2.650046148378e-01
1.030656076147e-02 1.172671046925e-03 0.0 9.814854132169e-04 5.725833517319e-04 2.650025847017e-01
4.354677560313e-03 3.119975262897e-03 0.0 -1.454785265246e-04 -1.930523362809e-04 2.650049105784e-01
-8.947503394811e-03 -3.202810261661e-03 0.0 4.402933895439e-04 -1.794696438708e-04 2.650045942928e-01
1.187247395148e-03 -8.628684784706e-03 0.0 3.391158574687e-04 1.217082441468e-04 2.650047759031e-01
4.083080655557e-03 1.240335429421e-04 0.0 1.785481743623e-04 3.780219388310e-04 2.650046910601e-01
7.381719452670e-05 -2.746463034803e-03 0.0 -1.048788868409e-04 2.323999198451e-04 2.650048981709e-01
-2.918922735206e-03 -5.351218012011e-03 0.0 1.994130802678e-04 1.653242570539e-04 2.650048942307e-01
2.992802331584e-03 2.537045515536e-03 0.0 1.029909144264e-03 -6.947798719870e-04 2.650021087312e-01
-1.154533087424e-02 -2.608111858382e-03 0.0 1.266579478281e-04 -7.899271571888e-04 2.650038132494e-01
-5.497203575095e-03 -2.851925307039e-03 0.0 1.578972628678e-04 5.650611963700e-04 2.650043713568e-01
1.567025575878e-03 -2.266928232218e-03 0.0 -7.465439701851e-04 -2.215171110442e-04 2.650038767003e-01
-5.604007021105e-03 1.153441447371e-03 0.0 6.097425831602e-04 9.106424718756e-04 2.650027547181e-01
-6.574503960415e-04 4.313828944079e-03 0.0 1.802378516691e-04 -4.572981542109e-04 2.650045649732e-01
1.861102983451e-02 5.606712679639e-03 0.0 -9.590811797651e-04 6.356873735376e-04 2.650025228724e-01
-1.154465261869e-03 -3.294895869573e-03 0.0 -8.196668298269e-04 1.138350173987e-03 2.650013082403e-01
-2.279561251276e-03 1.076500136267e-03 0.0 -1.024155197240e-03 8.562281774708e-04 2.650016585671e-01
7.185284878031e-03 2.127931391233e-03 0.0 -8.783471326657e-04 5.558029783741e-04 2.650029823479e-01
-1.267499219878e-02 5.874622930968e-04 0.0 3.282876789648e-04 2.617651432251e-04 2.650046882040e-01
