5000
x px y py z pz
-1.144395111027e-03 0.0 -1.073728429599e-02 0.0 0.0 1.966925763344e+02
2.417899266324e-03 0.0 1.525325964604e-02 0.0 0.0 1.966925763344e+02
1.679598374011e-04 0.0 5.845968925165e-02 0.0 0.0 1.966925763344e+02
2.567204077881e-03 0.0 1.894943023296e-02 0.0 0.0 1.966925763344e+02
1.267032422721e-03 0.0 1.849042128237e-02 0.0 0.0 1.966925763344e+02
-3.637725304639e-03 0.0 -4.864566413162e-02 0.0 0.0 1.966925763344e+02
9.347612255618e-04 0.0 -5.404610110188e-03 0.0 0.0 1.966925763344e+02
5.059648428654e-04 0.0 -3.060934865812e-02 0.0 0.0 1.966925763344e+02
-3.954665332000e-04 0.0 -7.508834878313e-03 0.0 0.0 1.966925763344e+02
-1.541276629401e-03 0.0 -1.159283795053e-02 0.0 0.0 1.966925763344e+02
6.606890718146e-04 0.0 -5.530842975043e-03 0.0 0.0 1.966925763344e+02
2.314030844240e-03 0.0 -3.275748004524e-03 0.0 0.0 1.966925763344e+02
-8.178182879830e-04 0.0 -2.405548020889e-02 0.0 0.0 1.966925763344e+02
-2.980701548792e-03 0.0 2.995684733911e-03 0.0 0.0 1.966925763344e+02
-7.302161080960e-04 0.0 -3.923255620410e-03 0.0 0.0 1.966925763344e+02
-9.210106236326e-04 0.0 1.240945942033e-02 0.0 0.0 1.966925763344e+02
2.832644085359e-03 0.0 -2.264898464696e-02 0.0 0.0 1.966925763344e+02
-1.583797309146e-03 0.0 5.233651470912e-02 0.0 0.0 1.966925763344e+02
-3.748975194520e-03 0.0 6.309691938769e-02 0.0 0.0 1.966925763344e+02
1.417780345089e-03 0.0 -1.601755315724e-02 0.0 0.0 1.966925763344e+02
-3.857490595356e-04 0.0 6.935791762810e-04 0.0 0.0 1.966925763344e+02
-4.851460429004e-03 0.0 1.035856306640e-02 0.0 0.0 1.966925763344e+02
-1.997409963915e-03 0.0 1.204068019317e-02 0.0 0.0 1.966925763344e+02
2.035217097678e-03 0.0 2.729502178222e-02 0.0 0.0 1.966925763344e+02
5.534888193893e-04 0.0 4.331197214361e-02 0.0 0.0 1.966925763344e+02
-3.374444503651e-03 0.0 3.133473582950e-02 0.0 0.0 1.966925763344e+02
-4.781535299893e-03 0.0 3.483793632230e-02 0.0 0.0 1.966925763344e+02
-1.625137685090e-04 0.0 2.663777490574e-03 0.0 0.0 1.966925763344e+02
-1.694843927579e-03 0.0 1.780713278496e-02 0.0 0.0 1.966925763344e+02
9.785846301935e-04 0.0 2.779709237016e-02 0.0 0.0 1.966925763344e+02
1.109032732945e-03 0.0 -4.909706364127e-02 0.0 0.0 1.966925763344e+02
1.287562071478e-03 0.0 3.036750778837e-03 0.0 0.0 1.966925763344e+02
-9.060562355743e-04 0.0 2.131082001134e-02 0.0 0.0 1.966925763344e+02
1.633547507879e-03 0.0 4.102889962919e-02 0.0 0.0 1.966925763344e+02
-1.041368816181e-04 0.0 1.715448315272e-02 0.0 0.0 1.966925763344e+02
1.282340548103e-03 0.0 1.882657891167e-02 0.0 0.0 1.966925763344e+02
-1.447576177568e-03 0.0 -9.704213360570e-03 0.0 0.0 1.966925763344e+02
-1.279534218244e-03 0.0 -5.659064121385e-02 0.0 0.0 1.966925763344e+02
-4.774018764855e-04 0.0 9.203647393789e-03 0.0 0.0 1.966925763344e+02
2.623216015332e-03 0.0 -4.326915734102e-02 0.0 0.0 1.966925763344e+02
-7.647647680974e-04 0.0 -4.410597049049e-02 0.0 0.0 1.966925763344e+02
-1.632925280357e-03 0.0 -3.725873393602e-02 0.0 0.0 1.966925763344e+02
9.283224152554e-04 0.0 -1.453670128730e-02 0.0 0.0 1.966925763344e+02
-4.285509854612e-03 0.0 2.522785937327e-02 0.0 0.0 1.966925763344e+02
-1.405599601048e-03 0.0 3.698698301000e-02 0.0 0.0 1.966925763344e+02
-2.417451044268e-03 0.0 9.374403781713e-03 0.0 0.0 1.966925763344e+02
-1.756372234681e-03 0.0 -3.456811332933e-02 0.0 0.0 1.966925763344e+02
-2.117508252172e-03 0.0 5.076967948828e-02 0.0 0.0 1.966925763344e+02
3.467684871601e-03 0.0 7.807003321812e-03 0.0 0.0 1.966925763344e+02
-1.471423368203e-03 0.0 1.372486477053e-02 0.0 0.0 1.966925763344e+02
1.120345929591e-03 0.0 -7.369651191075e-02 0.0 0.0 1.966925763344e+02
-5.093792937461e-03 0.0 -1.009953319351e-02 0.0 0.0 1.966925763344e+02
-1.214783002816e-03 0.0 5.885914433131e-02 0.0 0.0 1.966925763344e+02
-2.175864550440e-03 0.0 -2.087243041814e-02 0.0 0.0 1.966925763344e+02
8.332959084337e-04 0.0 3.563271861197e-02 0.0 0.0 1.966925763344e+02
7.544010414911e-04 0.0 -4.707499870596e-02 0.0 0.0 1.966925763344e+02
5.333700728221e-04 0.0 5.918807985349e-03 0.0 0.0 1.966925763344e+02
-4.552418355910e-03 0.0 4.097848806356e-02 0.0 0.0 1.966925763344e+02
-1.936678287735e-03 0.0 7.466605760754e-03 0.0 0.0 1.966925763344e+02
1.580822792745e-03 0.0 -5.455446297578e-02 0.0 0.0 1.966925763344e+02
-1.641264173061e-03 0.0 -1.132351429799e-02 0.0 0.0 1.966925763344e+02
-1.413547674387e-04 0.0 -1.944169800219e-02 0.0 0.0 1.966925763344e+02
-2.511656582610e-03 0.0 -1.057833779335e-02 0.0 0.0 1.966925763344e+02
1.697076267827e-03 0.0 4.657941639464e-04 0.0 0.0 1.966925763344e+02
2.079359341598e-04 0.0 -5.353122409115e-03 0.0 0.0 1.966925763344e+02
-1.467511196106e-03 0.0 2.747065872213e-02 0.0 0.0 1.966925763344e+02
-8.457277404086e-04 0.0 -9.289740509853e-03 0.0 0.0 1.966925763344e+02
-3.281865423403e-03 0.0 -2.837936208651e-02 0.0 0.0 1.966925763344e+02
2.468795019044e-03 0.0 3.390130502240e-02 0.0 0.0 1.966925763344e+02
1.926993292904e-03 0.0 3.068026096002e-02 0.0 0.0 1.966925763344e+02
1.493352769681e-03 0.0 -7.220446938233e-03 0.0 0.0 1.966925763344e+02
9.363275266818e-04 0.0 1.707875549863e-02 0.0 0.0 1.966925763344e+02
7.751793275374e-04 0.0 -1.255705916405e-02 0.0 0.0 1.966925763344e+02
-3.705201258568e-04 0.0 -3.799044462524e-03 0.0 0.0 1.966925763344e+02
1.008410562311e-04 0.0 -1.071121231011e-02 0.0 0.0 1.966925763344e+02
7.696462652690e-05 0.0 -4.935360984147e-02 0.0 0.0 1.966925763344e+02
-1.143172144440e-04 0.0 5.112338124503e-02 0.0 0.0 1.966925763344e+02
7.374923544624e-04 0.0 -2.635779084154e-02 0.0 0.0 1.966925763344e+02
